DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
06-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
06-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
06-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.7,1.75,1.71,1.71,0,0.00%,670400,
06-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.4,24.4,24.4,24.4,0,0.00%,-,
06-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,7.28,7.4,7.28,7.28,0,0.00%,7600,
06-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7,7.5,7,7.12,-0.12,-1.69%,3907100,
06-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.2,2.12,2.16,-0.04,-1.85%,17000,
06-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,285,292,290,285,5,1.75%,14800,
06-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.33,2.4,2.39,2.33,0.06,2.58%,318200,
06-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7,7.5,7.4,7.5,-0.1,-1.33%,18900,
06-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12,12,12,13,-1,-7.69%,3000,
06-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16.5,17.25,17.05,17.1,-0.05,-0.29%,53700,
06-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.4,0.43,0.4,0.41,-0.01,-2.44%,54200,
06-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
06-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2,2.4,2.06,2.2,-0.14,-6.36%,2500,
06-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.5,1.55,1.51,1.5,0.01,0.67%,35400,
06-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.24,8.4,8.38,8.4,-0.02,-0.24%,9100,
06-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,63,63,63,63,0,0.00%,-,
06-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,385,385,385,385,0,0.00%,400,
06-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.1,12.4,12.15,12.25,-0.1,-0.82%,18500,
06-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,154,160,155.5,155,0.5,0.32%,8400,
06-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.25,1.34,1.33,1.25,0.08,6.40%,2200,
06-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.5,10.5,10.5,10.5,0,0.00%,-,
06-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,31.8,31.8,31.8,31.8,0,0.00%,-,
06-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,34.5,35.05,35,34.4,0.6,1.74%,7923000,
06-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,5.56,6.24,6.22,5.68,0.54,9.51%,21900,
06-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
06-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,177.5,179.56,178.29,177.98,0.31,0.17%,-,
06-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,198.21,200.47,199.7,198.26,1.44,0.73%,-,
06-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1869.26,1869.26,1869.26,1877.89,-8.63,-0.46%,-,
06-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3428.83,3428.83,3428.83,3412.13,16.7,0.49%,-,
06-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,153.82,153.82,153.82,152.49,1.33,0.87%,-,
06-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1790.36,1790.36,1790.36,1785.74,4.62,0.26%,-,
06-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1407.76,1407.76,1407.76,1405.41,2.35,0.17%,-,
07-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.5,13.5,13.5,12.5,1,8.00%,100,
07-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
07-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,100,
07-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
07-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,18.95,18.95,18.95,18.95,0,0.00%,-,
07-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,128,128,128,128.25,-0.25,-0.19%,100,
07-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,24,0,0.00%,-,
07-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.36,9.46,9.4,9.44,-0.04,-0.42%,194700,
07-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,20.5,20.5,20.5,20.5,0,0.00%,-,
07-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.6,13,12.85,12.6,0.25,1.98%,59900,
07-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,76,78,76.75,76.75,0,0.00%,6100,
07-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,36,36.25,36,36,0,0.00%,897100,
07-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.2,3.6,3.33,3.38,-0.05,-1.48%,109300,
07-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,45.5,45.5,45.5,45,0.5,1.11%,2000,
07-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,37.95,38.45,38,38.5,-0.5,-1.30%,60400,
07-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
07-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.5,26,25.55,25.05,0.5,2.00%,25300,
07-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,80.25,80.25,80.25,80.25,0,0.00%,-,
07-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,135,144,139.75,141.25,-1.5,-1.06%,33800,
07-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
07-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.18,1.2,1.19,1.18,0.01,0.85%,1100,
07-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.51,3.61,3.54,3.51,0.03,0.85%,400,
07-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
07-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.71,4.71,4.71,4.71,0,0.00%,-,
07-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.5,4.68,4.55,4.65,-0.1,-2.15%,23100,
07-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,15.3,15.5,15.4,15.45,-0.05,-0.32%,3000,
07-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.57,3.57,3.57,3.44,0.13,3.78%,4500,
07-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,22.5,22.5,22.5,21,1.5,7.14%,100,
07-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,16,16,16,16,0,0.00%,-,
07-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.28,0.3,0.28,0.3,-0.02,-6.67%,303500,
07-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,6,6.5,6.06,5.96,0.1,1.68%,31900,
07-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
07-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,38,39,38.5,38.5,0,0.00%,159600,
07-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,38,38,38,38,0,0.00%,900,
07-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.31,1.45,1.31,1.45,-0.14,-9.66%,438700,
07-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,10,12.1,10.8,11,-0.2,-1.82%,3300,
07-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.5,4.75,4.52,4.55,-0.03,-0.66%,320600,
07-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
07-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
07-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.7,1.75,1.73,1.71,0.02,1.17%,276300,
07-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24,24.5,24.05,24.4,-0.35,-1.43%,1200,
07-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,7.3,7.4,7.32,7.28,0.04,0.55%,1300,
07-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,6.98,7.5,7.26,7,0.26,3.71%,20900,
07-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.17,2.15,2.12,0.03,1.42%,111700,
07-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,290,290,290,290,0,0.00%,1000,
07-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.36,2.49,2.41,2.39,0.02,0.84%,18000,
07-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.2,7.7,7.7,7.4,0.3,4.05%,24300,
07-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12,12,12,12,0,0.00%,-,
07-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16.6,17.65,17.25,17.05,0.2,1.17%,133300,
07-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.38,0.41,0.38,0.4,-0.02,-5.00%,208000,
07-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
07-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.06,2.06,2.06,2.06,0,0.00%,-,
07-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.5,1.5,1.5,1.51,-0.01,-0.66%,7300,
07-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.2,8.4,8.38,8.38,0,0.00%,49400,
07-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,63,63,63,63,0,0.00%,800,
07-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,390,390,390,385,5,1.30%,1800,
07-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.25,12.4,12.3,12.15,0.15,1.23%,36300,
07-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,158,158,158,155.5,2.5,1.61%,300,
07-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.29,1.36,1.3,1.33,-0.03,-2.26%,4600,
07-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.5,10.5,10.5,10.5,0,0.00%,-,
07-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,31.8,31.8,31.8,31.8,0,0.00%,-,
07-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,34.6,35.05,34.95,35,-0.05,-0.14%,2094700,
07-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.24,6.26,6.24,6.22,0.02,0.32%,2300,
07-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
07-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,177.73,179.58,178.63,178.29,0.34,0.19%,-,
07-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,198.7,200.35,199.69,199.7,-0.01,-0.01%,-,
07-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1879.92,1879.92,1879.92,1869.26,10.66,0.57%,-,
07-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3438.04,3438.04,3438.04,3428.83,9.21,0.27%,-,
07-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,153.94,153.94,153.94,153.82,0.12,0.08%,-,
07-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1792.93,1792.93,1792.93,1790.36,2.57,0.14%,-,
07-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1409.14,1409.14,1409.14,1407.76,1.38,0.10%,-,
08-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.5,13.5,13.5,13.5,0,0.00%,-,
08-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
08-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,100,
08-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
08-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19,19,18.95,0.05,0.26%,200,
08-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,128,128,128,128,0,0.00%,-,
08-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,24,0,0.00%,200,
08-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.4,9.78,9.48,9.4,0.08,0.85%,137900,
08-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,19,20.5,19.25,20.5,-1.25,-6.10%,1700,
08-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.8,13.2,13,12.85,0.15,1.17%,134600,
08-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,77,78,77.5,76.75,0.75,0.98%,7500,
08-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,35.8,36.45,36,36,0,0.00%,884600,
08-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.25,3.5,3.38,3.33,0.05,1.50%,3600,
08-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,46,46,46,45.5,0.5,1.10%,2600,
08-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,38,38.5,38.3,38,0.3,0.79%,61800,
08-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
08-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.5,26,25.6,25.55,0.05,0.20%,39100,
08-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,80.25,80.25,80.25,80.25,0,0.00%,-,
08-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,140,140,140,139.75,0.25,0.18%,3100,
08-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
08-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.1,1.2,1.15,1.19,-0.04,-3.36%,32600,
08-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.62,3.62,3.62,3.54,0.08,2.26%,200,
08-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
08-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.8,4.8,4.8,4.71,0.09,1.91%,1200,
08-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.1,4.68,4.54,4.55,-0.01,-0.22%,46200,
08-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,15.3,15.65,15.35,15.4,-0.05,-0.32%,32200,
08-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.57,3.82,3.61,3.57,0.04,1.12%,1800,
08-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,22,22.5,22.15,22.5,-0.35,-1.56%,300,
08-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,16.5,16.5,16.5,16,0.5,3.13%,1000,
08-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.28,0.3,0.29,0.28,0.01,3.57%,52000,
08-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,6.1,6.5,6.26,6.06,0.2,3.30%,7200,
08-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
08-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,38.5,39.95,39.2,38.5,0.7,1.82%,23200,
08-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,38,40,39.7,38,1.7,4.47%,700,
08-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.32,1.4,1.34,1.31,0.03,2.29%,1500,
08-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,10,11.85,10.25,10.8,-0.55,-5.09%,4600,
08-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.55,4.65,4.6,4.52,0.08,1.77%,537100,
08-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
08-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
08-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.72,1.8,1.77,1.73,0.04,2.31%,1954000,
08-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24,24,24,24.05,-0.05,-0.21%,5000,
08-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,7.28,7.28,7.28,7.32,-0.04,-0.55%,300,
08-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7,7.52,7.42,7.26,0.16,2.20%,28300,
08-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.13,2.1,2.15,-0.05,-2.33%,17300,
08-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,291.5,291.5,291.5,290,1.5,0.52%,600,
08-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.45,2.49,2.48,2.41,0.07,2.90%,172900,
08-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.9,7.9,7.9,7.7,0.2,2.60%,1800,
08-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12,12,12,12,0,0.00%,-,
08-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,17.25,17.65,17.5,17.25,0.25,1.45%,28400,
08-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.41,0.4,0.38,0.02,5.26%,14000,
08-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
08-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.07,2.07,2.07,2.06,0.01,0.49%,900,
08-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.5,1.5,1.5,1.5,0,0.00%,-,
08-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.2,8.6,8.34,8.38,-0.04,-0.48%,2900,
08-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,63,63,63,63,0,0.00%,-,
08-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,390,395,391.5,390,1.5,0.38%,900,
08-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.4,12.7,12.65,12.3,0.35,2.85%,19800,
08-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,155,158.5,155,158,-3,-1.90%,118400,
08-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.35,1.37,1.37,1.3,0.07,5.38%,2800,
08-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.5,10.5,10.5,10.5,0,0.00%,-,
08-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,31.8,31.8,31.8,31.8,0,0.00%,-,
08-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,34.75,35,35,34.95,0.05,0.14%,4857800,
08-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.04,6.3,6.24,6.24,0,0.00%,25000,
08-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
08-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,178.21,179.89,178.91,178.63,0.28,0.16%,-,
08-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,199.17,200.55,200.03,199.69,0.34,0.17%,-,
08-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1896.46,1896.46,1896.46,1879.92,16.54,0.88%,-,
08-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3444.02,3444.02,3444.02,3438.04,5.98,0.17%,-,
08-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,154.18,154.18,154.18,153.94,0.24,0.16%,-,
08-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1793.95,1793.95,1793.95,1792.93,1.02,0.06%,-,
08-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1409.94,1409.94,1409.94,1409.14,0.8,0.06%,-,
11-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.5,13.5,13.5,13.5,0,0.00%,100,
11-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
11-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,800,
11-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
11-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19.85,19.85,19.85,19,0.85,4.47%,900,
11-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,130,130,130,128,2,1.56%,2200,
11-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,24,0,0.00%,-,
11-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.44,9.7,9.46,9.48,-0.02,-0.21%,77900,
11-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,19,19,19,19.25,-0.25,-1.30%,100,
11-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,13,13.2,13.1,13,0.1,0.77%,140700,
11-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,77,78,77,77.5,-0.5,-0.65%,63000,
11-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,36,36.45,36,36,0,0.00%,314600,
11-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.22,3.58,3.36,3.38,-0.02,-0.59%,70700,
11-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,45,45,45,46,-1,-2.17%,4000,
11-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,37.95,38,38,38.3,-0.3,-0.78%,53000,
11-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
11-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.7,26,25.75,25.6,0.15,0.59%,141900,
